adapt_UBM,delta,emo_rank,enrm_threshold,n_components,n_static,score_norm,spk_norm,test,test_std,train,train_std,tv_rank,utt_norm
True,Delta.sdc,3,-1000,64,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.689189189189189,0.027027027027027,0.961711711711711,0.006756756756757,90,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,64,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.679054054054054,0.032227675723546,0.961711711711712,0.006756756756757,90,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,64,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.807432432432432,0.077849450147317,0.998873873873874,0.001950507666181,90,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,64,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.800675675675676,0.074859864210001,0.998873873873874,0.001950507666181,90,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.none,0.581081081081081,0.009555497043061,0.949324324324324,0.004908669981465,60,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.none,0.77027027027027,0.054892151382675,0.996621621621622,0.003734937826977,60,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.none,0.577702702702703,0.019986756023985,0.95045045045045,0.005516868790052,60,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.none,0.773648648648649,0.053523579451875,0.998873873873874,0.001950507666181,60,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.none,0.793918918918919,0.044178029833183,0.995495495495496,0.003185165681021,70,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.none,0.797297297297297,0.043788788502756,0.996621621621622,0.001950507666181,70,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.none,0.584459459459459,0.014726009944394,0.95045045045045,0.007122246982361,70,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.none,0.577702702702703,0.005851522998544,0.952702702702703,0.003901015332362,70,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.none,0.570945945945946,0.017554568995631,0.957207207207207,0.005036189138513,80,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.none,0.570945945945946,0.030778491821434,0.959459459459459,0.003185165681021,80,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.none,0.780405405405405,0.050900402612565,1,0,80,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.none,0.766891891891892,0.067820472634746,0.998873873873874,0.001950507666181,80,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.none,0.584459459459459,0.029257614992718,0.971846846846847,0.008042149131242,90,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.none,0.793918918918919,0.063653525950732,1,0,90,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.none,0.793918918918919,0.063653525950732,1,0,90,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.none,0.567567567567568,0.031691998377185,0.970720720720721,0.012128749565618,90,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.581081081081081,0.009555497043061,0.948198198198198,0.010321116430081,60,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.581081081081081,0.025281468829554,0.954954954954955,0.004504504504505,60,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.cmvn,0.797297297297297,0.059674059907621,0.997747747747748,0.003901015332362,60,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.cmvn,0.800675675675676,0.063653525950732,0.997747747747748,0.003901015332362,60,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.cmvn,0.800675675675676,0.049995434415367,0.998873873873874,0.001950507666181,70,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.581081081081081,0.021366740947084,0.959459459459459,0.003185165681021,70,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.574324324324324,0.015108567415539,0.952702702702703,0.003901015332362,70,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.cmvn,0.797297297297297,0.054892151382676,0.998873873873874,0.001950507666181,70,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.594594594594595,0.044819253923722,0.960585585585586,0.004908669981465,80,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.cmvn,0.824324324324324,0.05812381937191,1,0,80,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.cmvn,0.820945945945946,0.056024067404652,0.998873873873874,0.001950507666181,80,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.597972972972973,0.038667307913039,0.96509009009009,0.004908669981465,80,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.594594594594595,0.021366740947084,0.971846846846847,0.009217739607964,90,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.cmvn,0.810810810810811,0.058904039777577,1,0,90,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.cmvn,0.824324324324324,0.04965181911047,1,0,90,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.584459459459459,0.027653218823893,0.972972972972973,0.007122246982361,90,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.581081081081081,0.009555497043061,0.949324324324324,0.004908669981465,60,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.77027027027027,0.054892151382675,0.996621621621622,0.003734937826977,60,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.773648648648649,0.053523579451875,0.998873873873874,0.001950507666181,60,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.577702702702703,0.019986756023985,0.95045045045045,0.005516868790052,60,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.793918918918919,0.044178029833183,0.995495495495496,0.003185165681021,70,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.584459459459459,0.014726009944394,0.95045045045045,0.007122246982361,70,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.797297297297297,0.043788788502756,0.996621621621622,0.001950507666181,70,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.577702702702703,0.005851522998544,0.952702702702703,0.003901015332362,70,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.766891891891892,0.067820472634746,0.998873873873874,0.001950507666181,80,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.780405405405405,0.050900402612565,1,0,80,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.570945945945946,0.017554568995631,0.957207207207207,0.005036189138513,80,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.570945945945946,0.030778491821434,0.959459459459459,0.003185165681021,80,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.584459459459459,0.029257614992718,0.971846846846847,0.008042149131242,90,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,128,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.793918918918919,0.063653525950732,1,0,90,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.567567567567568,0.031691998377185,0.970720720720721,0.012128749565618,90,NormalizationMethod.length_norm
True,Delta.sdc,5,-1000,128,17,NormalizationMethod.none,NormalizationMethod.length_norm,0.793918918918919,0.063653525950732,1,0,90,NormalizationMethod.length_norm
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.793918918918919,0.047176486634355,0.988738738738739,0.011261261261261,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.702702702702703,0.033101212740313,0.935810810810811,0.003734937826977,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.692567567567567,0.040960660989805,0.943693693693694,0.005036189138513,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.783783783783784,0.040540540540541,0.993243243243243,0.006756756756757,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.800675675675676,0.044178029833183,0.990990990990991,0.004504504504505,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.800675675675676,0.053523579451875,0.988738738738739,0.002252252252252,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.685810810810811,0.03746802873787,0.953828828828829,0.004908669981465,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.685810810810811,0.046198629497221,0.956081081081081,0.003734937826977,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.817567567567567,0.045325702246617,0.990990990990991,0.007122246982361,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.699324324324324,0.019986756023985,0.95045045045045,0.011033737580104,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.689189189189189,0.041651445966007,0.954954954954955,0.008427156276518,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.807432432432432,0.048134482597213,0.994369369369369,0.004908669981465,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.831081081081081,0.063743115757139,0.994369369369369,0.005851522998544,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.716216216216216,0.033101212740313,0.972972972972973,0.012336093637504,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.831081081081081,0.057729755035929,0.995495495495496,0.003185165681021,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.712837837837838,0.038667307913039,0.977477477477478,0.011033737580105,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.797297297297297,0.040540540540541,0.994369369369369,0.007384502842682,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.685810810810811,0.040960660989805,0.920045045045045,0.015725495544785,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.787162162162162,0.03746802873787,0.994369369369369,0.007384502842682,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.699324324324324,0.03494621767834,0.936936936936937,0.019374606457303,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.797297297297297,0.047777485215307,0.995495495495496,0.007802030664725,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.716216216216216,0.034452834551303,0.949324324324324,0.01120481348093,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.706081081081081,0.042060471614827,0.951576576576577,0.01120481348093,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.804054054054054,0.03997351204797,0.990990990990991,0.004504504504505,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.817567567567567,0.030963349290242,0.988738738738739,0.007469875653954,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.716216216216216,0.019110994086123,0.947072072072072,0.006662252007995,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.716216216216216,0.033101212740313,0.960585585585586,0.012076357313923,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.824324324324324,0.03939832361382,0.990990990990991,0.007122246982361,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.719594594594595,0.019986756023985,0.969594594594595,0.004908669981465,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.712837837837838,0.025949816715772,0.957207207207207,0.008120610980775,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.820945945945946,0.045199622163039,0.996621621621622,0.003734937826977,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.807432432432432,0.033614440442791,0.995495495495496,0.005516868790052,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.672297297297297,0.039830493657269,0.929054054054054,0.01120481348093,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.668918918918919,0.051899633431545,0.927927927927928,0.009555497043061,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.72972972972973,0.072142420621833,0.989864864864865,0.008649938905257,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.77027027027027,0.055717643589428,0.990990990990991,0.007122246982361,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.672297297297297,0.055203157562055,0.949324324324324,0.008649938905257,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.692567567567567,0.054369854525105,0.94481981981982,0.013653553663268,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.787162162162162,0.042060471614827,0.994369369369369,0.007384502842682,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.780405405405405,0.045199622163039,0.995495495495496,0.005516868790052,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.672297297297297,0.03494621767834,0.952702702702703,0.008120610980775,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.780405405405405,0.046198629497221,0.996621621621622,0.003734937826977,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.675675675675675,0.043788788502756,0.951576576576577,0.007384502842682,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.814189189189189,0.064366752983979,0.997747747747748,0.003901015332362,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.804054054054054,0.044307017056095,0.996621621621622,0.003734937826977,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.797297297297297,0.062659584429025,0.998873873873874,0.001950507666181,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.679054054054054,0.03494621767834,0.958333333333333,0.008649938905257,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.682432432432432,0.02027027027027,0.957207207207207,0.01293820415887,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.none,0.780405405405405,0.054369854525105,0.998873873873874,0.001950507666181,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.none,0.777027027027027,0.043264352955627,0.998873873873874,0.001950507666181,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.601351351351351,0.029452019888788,0.949324324324324,0.008042149131242,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.611486486486487,0.039830493657269,0.947072072072072,0.010742558574515,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.none,0.793918918918919,0.051789559853905,0.997747747747748,0.003901015332362,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.608108108108108,0.019110994086123,0.962837837837838,0.005851522998544,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.621621621621622,0.021366740947084,0.958333333333333,0.004908669981465,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.none,0.800675675675676,0.050900402612565,0.997747747747748,0.003901015332362,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.none,0.797297297297297,0.047777485215307,0.997747747747748,0.002252252252252,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.601351351351351,0.027858821794714,0.967342342342342,0.003734937826977,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.none,0.817567567567567,0.043264352955627,0.997747747747748,0.002252252252252,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.597972972972973,0.019986756023985,0.963963963963964,0.009555497043061,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.618243243243243,0.024126447393726,0.968468468468468,0.006370331362041,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.none,0.817567567567567,0.067228880885583,1,0,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.none,0.834459459459459,0.058417623195239,0.998873873873874,0.001950507666181,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.614864864864865,0.015108567415539,0.974099099099099,0.006662252007995,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.787162162162162,0.068490320718626,1,0,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.611486486486486,0.019986756023985,0.94481981981982,0.010259497273811,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.611486486486487,0.025949816715772,0.939189189189189,0.006756756756757,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.787162162162162,0.057630817936595,1,0,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.614864864864865,0.035109137991261,0.953828828828829,0.005851522998544,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.824324324324324,0.053202755905485,0.998873873873874,0.001950507666181,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.608108108108108,0.034452834551303,0.954954954954955,0.003185165681021,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.814189189189189,0.042060471614827,1,0,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.621621621621622,0.040540540540541,0.960585585585586,0.003734937826977,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.827702702702703,0.049995434415368,1,0,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.618243243243243,0.038667307913039,0.959459459459459,0.005516868790052,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.827702702702703,0.058417623195239,1,0,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.844594594594594,0.072458143883538,1,0,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.635135135135135,0.033101212740313,0.958333333333333,0.003734937826977,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.cmvn,0.831081081081081,0.061556983642867,1,0,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.cmvn,0.631756756756757,0.030778491821434,0.966216216216216,0.002252252252252,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.743243243243243,0.06688847930143,0.998873873873874,0.001950507666181,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.581081081081081,0.025281468829554,0.939189189189189,0.007469875653954,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.581081081081081,0.021366740947084,0.943693693693694,0.006756756756757,60,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.72972972972973,0.068239898232176,0.998873873873874,0.001950507666181,60,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.753378378378378,0.069153680711009,1,0,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.577702702702703,0.024126447393726,0.956081081081081,0.006662252007995,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.574324324324324,0.015108567415539,0.960585585585586,0.001950507666181,70,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.756756756756757,0.068905669102605,1,0,70,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.773648648648649,0.0840530763826,0.998873873873874,0.001950507666181,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.594594594594595,0.034452834551303,0.969594594594594,0.011648739226113,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.591216216216216,0.017554568995631,0.967342342342342,0.009752538330906,80,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.77027027027027,0.075844406488661,1,0,80,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.581081081081081,0.025281468829554,0.972972972972973,0.005516868790052,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,128,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.77027027027027,0.081642202524288,1,0,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.none,NormalizationMethod.length_norm,0.787162162162162,0.048134482597213,1,0,90,NormalizationMethod.none
True,Delta.sdc,5,-1000,128,40,NormalizationMethod.length_norm,NormalizationMethod.length_norm,0.587837837837838,0.024361832942324,0.977477477477478,0.007122246982361,90,NormalizationMethod.none
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.712837837837838,0.030778491821434,0.933558558558559,0.001950507666181,60,NormalizationMethod.cmvn
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.712837837837838,0.03746802873787,0.932432432432432,0.005516868790052,60,NormalizationMethod.cmvn
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.814189189189189,0.005851522998544,0.995495495495496,0.003185165681021,60,NormalizationMethod.cmvn
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.817567567567568,0.02027027027027,0.995495495495496,0.004504504504505,60,NormalizationMethod.cmvn
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.length_norm,NormalizationMethod.none,0.709459459459459,0.029452019888788,0.931306306306306,0.005851522998544,70,NormalizationMethod.cmvn
True,Delta.sdc,5,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.844594594594594,0.006756756756757,0.998873873873874,0.001950507666181,70,NormalizationMethod.cmvn
True,Delta.sdc,3,-1000,64,40,NormalizationMethod.none,NormalizationMethod.none,0.834459459459459,0.014726009944394,0.994369369369369,0.001950507666181,70,NormalizationMethod.cmvn
